day,city,name,count
2011-12-11,Кунгур,dennis finkielstein,2
2011-12-11,Нытва,dennis finkielstein,2
2011-12-12,Суксун,eric klinenberg,4
2011-12-15,Суксун,richard besser,8
2011-12-16,Нытва,thomas inglesby,4
2011-12-17,Кунгур,alison tendler,5
2011-12-19,Кунгур,sally bataclan,8
2011-12-21,Суксун,victor cha,3
2011-12-21,Нытва,ron fouchier,3
2011-12-21,Нытва,anthony fauci,3
2011-12-21,Нытва,thomas inglesby,2
2011-12-22,Суксун,nick dinubile,4
2011-12-23,Суксун,james wilkerson,5
2011-12-23,Суксун,laith jazrawi,4
2011-12-23,Суксун,lilia gorodinsky,2
2011-12-24,Нытва,otis brawley,6
2011-12-25,Нытва,robert spetzler,2
2011-12-26,Кунгур,minerva santo,4
2011-12-26,Кунгур,david montgomery,3
2011-12-26,Кунгур,dennis finkielstein,3
2011-12-27,Суксун,david montgomery,4
2011-12-27,Суксун,minerva santo,3
2011-12-27,Суксун,dennis finkielstein,2
2011-12-27,Кунгур,martin luther,2
2011-12-28,Суксун,marina kurian,4
2011-12-28,Нытва,david montgomery,3
2011-12-28,Нытва,minerva santo,3
2011-12-28,Нытва,dennis finkielstein,2
2011-12-29,Нытва,michael bookman,5
2011-12-29,Нытва,michael birrer,2
2011-12-30,Нытва,minerva santo,4
2011-12-30,Нытва,david montgomery,3
2011-12-30,Суксун,shazam hussain,3
2011-12-30,Нытва,dennis finkielstein,2
2011-12-31,Суксун,minerva santo,4
2011-12-31,Суксун,david montgomery,4
2011-12-31,Нытва,minerva santotomas,3
2011-12-31,Нытва,david montgomery,3
2011-12-31,Суксун,dennis finkielstein,2
2011-12-31,Суксун,jack kevorkian,2
2011-12-31,Нытва,dennis finkielstein,2
2012-01-01,Кунгур,minerva santo,4
2012-01-01,Кунгур,david montgomery,3
2012-01-01,Кунгур,dennis finkielstein,2
2012-01-02,Суксун,david montgomery,4
2012-01-02,Суксун,andrew kolodny,3
2012-01-02,Суксун,minerva santo,2
2012-01-02,Суксун,dennis finkielstein,2
2012-01-03,Суксун,philip zimbardo,5
2012-01-05,Кунгур,jon lapook,3
2012-01-05,Нытва,roman pena,2
2012-01-06,Суксун,richard besser,6
2012-01-06,Суксун,jeff masters,3
2012-01-06,Суксун,aaron miller,2
2012-01-07,Суксун,peter pronovost,3
2012-01-07,Суксун,loren fishman,3
2012-01-09,Нытва,andrew adesman,4
2012-01-10,Нытва,joann manson,4
2012-01-10,Нытва,robin goland,4
2012-01-10,Кунгур,jon lapook,3
2012-01-11,Кунгур,david montgomery,4
2012-01-11,Суксун,richard besser,3
2012-01-11,Суксун,gregory connolly,3
2012-01-12,Суксун,grace pien,4
2012-01-12,Нытва,jennifer solomon,2
2012-01-13,Нытва,david montgomery,4
2012-01-14,Кунгур,david montgomery,4
2012-01-17,Суксун,martin luther,9
2012-01-17,Кунгур,martin luther,6
2012-01-17,Суксун,david b,3
2012-01-18,Кунгур,alison tendler,4
2012-01-18,Кунгур,jon lapook,2
2012-01-19,Нытва,wael aleji,5
2012-01-20,Кунгур,david montgomery,4
2012-01-20,Суксун,ethel siris,3
2012-01-20,Кунгур,jon lapook,2
2012-01-21,Суксун,james mcpartland,5
2012-01-21,Кунгур,david montgomery,4
2012-01-22,Суксун,david montgomery,4
2012-01-22,Нытва,alison tendler,4
2012-01-23,Суксун,richard besser,9
2012-01-23,Кунгур,david montgomery,4
2012-01-23,Суксун,dong kim,3
2012-01-23,Суксун,nancy helm,3
2012-01-23,Нытва,david montgomery,3
2012-01-23,Нытва,margaret gourlay,2
2012-01-24,Суксун,jeff elias,3
2012-01-25,Нытва,philippe grandjean,5
2012-01-25,Нытва,william schaffner,4
2012-01-25,Суксун,david montgomery,4
2012-01-25,Кунгур,david montgomery,4
2012-01-26,Нытва,katherine shear,5
2012-01-26,Нытва,jerome wakefield,4
2012-01-28,Нытва,david montgomery,4
2012-01-29,Нытва,dan fintel,6
2012-01-29,Нытва,gilbert ross,5
2012-01-29,Суксун,lori mosca,4
2012-01-29,Нытва,david montgomery,4
2012-01-29,Кунгур,david montgomery,3
2012-01-30,Кунгур,david montgomery,4
2012-01-30,Суксун,david montgomery,3
2012-01-30,Суксун,oscar garfein,3
2012-01-30,Суксун,marshall summar,2
2012-01-31,Суксун,richard besser,12
2012-01-31,Суксун,alison tendler,5
2012-01-31,Суксун,payal kohli,4
2012-01-31,Нытва,david montgomery,3
2012-01-31,Суксун,gary small,3
2012-02-01,Нытва,country club,8
2012-02-01,Кунгур,ocean park,2
2012-02-02,Нытва,david montgomery,4
2012-02-03,Нытва,laszlo mechtler,6
2012-02-03,Суксун,william schaffner,5
2012-02-03,Нытва,robert lustig,4
2012-02-03,Суксун,gerard sanacora,4
2012-02-04,Суксун,david montgomery,4
2012-02-04,Суксун,alison tendler,4
2012-02-06,Суксун,laszlo mechtler,4
2012-02-06,Суксун,jennifer mcvige,3
2012-02-08,Нытва,alison tendler,4
2012-02-08,Нытва,jacques carter,4
2012-02-08,Нытва,thomas frieden,4
2012-02-08,Кунгур,david montgomery,4
2012-02-09,Суксун,theresa w,5
2012-02-09,Суксун,laurence cooper,2
2012-02-09,Кунгур,pepper the,2
2012-02-10,Нытва,alison tendler,4
2012-02-10,Суксун,scholls available,2
2012-02-11,Суксун,richard besser,6
2012-02-11,Нытва,william schaffner,4
2012-02-11,Нытва,nikitas kanekis,4
2012-02-11,Суксун,peter adamson,4
2012-02-11,Суксун,david montgomery,3
2012-02-11,Суксун,steven zeitels,3
2012-02-11,Кунгур,scholls available,2
2012-02-12,Нытва,maria carrillo,5
2012-02-12,Нытва,alison tendler,5
2012-02-12,Нытва,sam gandy,4
2012-02-12,Кунгур,david montgomery,4
2012-02-12,Суксун,issa al,3
2012-02-13,Суксун,richard besser,17
2012-02-13,Суксун,alison tendler,5
2012-02-13,Кунгур,david montgomery,4
2012-02-13,Нытва,soda company,2
2012-02-14,Кунгур,pepper pepsico,5
2012-02-14,Суксун,richard besser,5
2012-02-14,Нытва,john maris,4
2012-02-14,Кунгур,jon lapook,4
2012-02-14,Нытва,jacob garcia,3
2012-02-15,Суксун,kathy magliato,5
2012-02-16,Суксун,richard besser,13
2012-02-16,Кунгур,jon lapook,6
2012-02-16,Кунгур,pepper the,3
2012-02-17,Суксун,richard besser,8
2012-02-17,Нытва,jerome paulson,4
2012-02-17,Нытва,oz show,2
2012-02-17,Нытва,mitchell what,2
2012-02-18,Нытва,joseph piven,6
2012-02-18,Суксун,tim garvey,5
2012-02-18,Нытва,geri dawson,4
2012-02-18,Суксун,sidney wolfe,4
2012-02-18,Нытва,kelly botteron,3
2012-02-18,Кунгур,pepper snapple,3
2012-02-18,Кунгур,joseph piven,3
2012-02-18,Кунгур,pepper pepsico,2
2012-02-19,Суксун,kathryn colby,3
2012-02-19,Суксун,ron fouchier,3
2012-02-19,Нытва,allan williams,3
2012-02-20,Нытва,jonathan garino,5
2012-02-20,Суксун,bruce goldberger,2
2012-02-21,Кунгур,pepper pepsico,2
2012-02-22,Нытва,jose g,5
2012-02-22,Суксун,alison tendler,5
2012-02-22,Кунгур,jon lapook,4
2012-02-22,Кунгур,david montgomery,4
2012-02-22,Кунгур,joanne foody,3
2012-02-22,Суксун,richard besser,2
2012-02-23,Суксун,david montgomery,4
2012-02-23,Кунгур,jon lapook,3
2012-02-23,Суксун,tim garvey,3
2012-02-23,Суксун,richard besser,3
2012-02-23,Нытва,scholls available,2
2012-02-23,Суксун,sidney wolfe,2
2012-02-24,Нытва,david montgomery,4
2012-02-25,Нытва,david montgomery,4
2012-02-25,Кунгур,david montgomery,4
2012-02-25,Суксун,david montgomery,4
2012-02-25,Кунгур,alison tendler,4
2012-02-26,Суксун,alison tendler,5
2012-02-26,Кунгур,alison tendler,4
2012-02-26,Суксун,david montgomery,4
2012-02-26,Нытва,lori mosca,4
2012-02-26,Суксун,robert kaniecki,2
2012-02-27,Нытва,david montgomery,4
2012-02-28,Нытва,charles decarll,13
2012-02-28,Нытва,steven schlozman,4
2012-02-28,Нытва,david montgomery,4
2012-02-28,Суксун,steven scharf,4
2012-02-28,Суксун,richard besser,3
2012-02-29,Кунгур,fraud indictment,7
2012-02-29,Суксун,richard besser,4
2012-02-29,Суксун,steven nissen,3
2012-02-29,Суксун,lawrence phillips,2
2012-03-01,Суксун,fred jaeger,8
2012-03-03,Нытва,greg forbes,5
2012-03-04,Суксун,david montgomery,3
2012-03-05,Кунгур,david montgomery,4
2012-03-06,Кунгур,jon lapook,3
2012-03-06,Суксун,jyoti krishna,3
2012-03-06,Кунгур,pepper snapple,2
2012-03-06,Суксун,richard besser,2
2012-03-06,Кунгур,pepper pepsico,2
2012-03-07,Суксун,david montgomery,3
2012-03-07,Суксун,sherita hill,2
2012-03-07,Суксун,scholls available,2
2012-03-08,Нытва,jedd wolchok,5
2012-03-08,Суксун,david hagaman,3
2012-03-09,Нытва,otis brawley,4
2012-03-09,Суксун,alison tendler,4
2012-03-10,Суксун,alison tendler,5
2012-03-10,Кунгур,pepper snapple,3
2012-03-12,Кунгур,hu is,5
2012-03-12,Кунгур,zhicheng hu,5
2012-03-13,Суксун,walter willett,7
2012-03-13,Суксун,richard besser,5
2012-03-13,Суксун,alison tendler,4
2012-03-13,Кунгур,jon lapook,3
2012-03-13,Кунгур,walter willett,2
2012-03-15,Кунгур,jon lapook,6
2012-03-16,Нытва,thomas frieden,3
2012-03-17,Суксун,hercules woodacre,5
2012-03-18,Суксун,margaret chan,7
2012-03-18,Нытва,walter willett,3
2012-03-18,Суксун,richard besser,2
2012-03-19,Нытва,iqbal malik,4
2012-03-19,Суксун,andres lozano,4
2012-03-21,Суксун,karen latimer,8
2012-03-21,Нытва,alison tendler,4
2012-03-21,Суксун,nancy cook,4
2012-03-21,Нытва,jean chai,3
2012-03-21,Нытва,andrew chan,2
2012-03-22,Кунгур,jon lapook,6
2012-03-22,Нытва,stanley fineman,2
2012-03-23,Нытва,lasalle d,7
2012-03-23,Нытва,dura richardson,6
2012-03-23,Суксун,jennifer brandt,4
2012-03-23,Суксун,kathleen sheerin,3
2012-03-23,Нытва,dara richardson,3
2012-03-25,Суксун,david montgomery,4
2012-03-26,Суксун,alison tendler,4
2012-03-26,Суксун,sharonne hayes,4
2012-03-26,Кунгур,jon lapook,4
2012-03-26,Суксун,richard besser,3
2012-03-26,Суксун,david montgomery,3
2012-03-27,Суксун,richard besser,9
2012-03-27,Кунгур,jon lapook,3
2012-03-27,Суксун,phil schauer,2
2012-03-27,Нытва,philip schauer,2
2012-03-27,Суксун,scholls go,2
2012-03-28,Нытва,david montgomery,5
2012-03-28,Суксун,bill frohna,5
2012-03-28,Суксун,scholls available,3
2012-03-29,Кунгур,jon lapook,4
2012-03-29,Кунгур,pepper snapple,3
2012-03-30,Суксун,richard besser,15
2012-03-30,Нытва,alanna levine,11
2012-03-30,Суксун,gary goldstein,5
2012-03-30,Нытва,james mcpartland,3
2012-03-30,Кунгур,gary goldstein,2
2012-03-30,Нытва,coleen boyle,2
2012-03-31,Кунгур,david montgomery,4
2012-03-31,Кунгур,pepper snapple,2
2012-04-01,Суксун,sarah janssen,4
2012-04-03,Суксун,richard besser,11
2012-04-03,Суксун,hegenberger rd,10
2012-04-03,Кунгур,jon lapook,8
2012-04-03,Суксун,jerry brewer,4
2012-04-03,Нытва,greg forbes,3
2012-04-03,Нытва,jerry brewer,3
2012-04-03,Суксун,dean e,3
2012-04-03,Кунгур,pepper snapple,2
2012-04-04,Нытва,greg forbes,9
2012-04-04,Нытва,eric braverman,4
2012-04-04,Нытва,adrift Губаха,3
2012-04-05,Нытва,christine cassel,5
2012-04-05,Кунгур,david montgomery,4
2012-04-05,Суксун,atul gawande,4
2012-04-05,Кунгур,michael barry,4
2012-04-05,Кунгур,jon lapook,3
2012-04-05,Нытва,charles bardes,3
2012-04-05,Суксун,steven scharf,3
2012-04-06,Суксун,richard besser,12
2012-04-06,Суксун,thomas insel,4
2012-04-06,Суксун,alison tendler,4
2012-04-06,Нытва,william schaffner,4
2012-04-06,Суксун,david montgomery,3
2012-04-07,Суксун,richard besser,2
2012-04-08,Суксун,richard besser,4
2012-04-08,Суксун,david montgomery,4
2012-04-08,Нытва,chui tsang,3
2012-04-08,Суксун,karen lu,3
2012-04-09,Нытва,alison tendler,4
2012-04-10,Нытва,irva hertz,4
2012-04-10,Кунгур,solomon moshe,3
2012-04-10,Нытва,ana sanchez,3
2012-04-10,Кунгур,jon lapook,2
2012-04-11,Суксун,samuel zeichner,3
2012-04-11,Суксун,richard besser,3
2012-04-11,Нытва,julius berger,3
2012-04-11,Нытва,elizabeth claus,2
2012-04-12,Суксун,richard besser,6
2012-04-12,Суксун,charles bae,3
2012-04-12,Нытва,abernathy anthem,2
2012-04-13,Суксун,two killed,7
2012-04-13,Суксун,han park,6
2012-04-14,Суксун,alison tendler,4
2012-04-15,Суксун,paul laurienti,4
2012-04-15,Нытва,orfeu buxton,3
2012-04-15,Нытва,greg forbes,2
2012-04-16,Нытва,alison tendler,4
2012-04-16,Суксун,patricia cohen,3
2012-04-18,Суксун,andrew lee,5
2012-04-20,Нытва,anthony fauci,5
2012-04-20,Нытва,mark pasternack,3
2012-04-21,Кунгур,alison tendler,5
2012-04-21,Суксун,mehmet oz,4
2012-04-23,Кунгур,alison tendler,5
2012-04-24,Кунгур,la donna,5
2012-04-24,Кунгур,jon lapook,3
2012-04-24,Суксун,david montgomery,3
2012-04-25,Суксун,alison tendler,4
2012-04-25,Нытва,john clifford,4
2012-04-25,Суксун,frank catalanotto,3
2012-04-25,Суксун,john clifford,3
2012-04-25,Суксун,david montgomery,3
2012-04-26,Нытва,david montgomery,4
2012-04-26,Суксун,john clifford,3
2012-04-26,Кунгур,pepper snapple,3
2012-04-27,Нытва,ileana arias,5
2012-04-27,Суксун,adam kaplin,3
2012-04-28,Кунгур,la donna,6
2012-04-28,Суксун,russ fine,5
2012-04-28,Нытва,martin cetron,3
2012-04-28,Суксун,david montgomery,3
2012-04-29,Суксун,david montgomery,4
2012-04-29,Суксун,louis potters,4
2012-04-29,Нытва,patrick melese,3
2012-04-29,Суксун,pieter cohen,3
2012-04-29,Суксун,darrick antell,2
2012-04-30,Кунгур,robin goland,5
2012-04-30,Нытва,kevin baumlin,5
2012-04-30,Нытва,mark rosenberg,4
2012-04-30,Нытва,david montgomery,4
2012-04-30,Кунгур,kenneth copeland,3
2012-05-01,Кунгур,la donna,5
2012-05-01,Нытва,robin goland,3
2012-05-01,Нытва,lynda k,3
2012-05-01,Кунгур,jon lapook,2
2012-05-02,Суксун,andrew cameron,7
2012-05-03,Кунгур,la donna,5
2012-05-03,Нытва,vernon williams,3
2012-05-03,Суксун,mike jones,2
2012-05-05,Суксун,jaime deville,5
2012-05-05,Нытва,julian bailes,3
2012-05-06,Суксун,shaq o,10
2012-05-06,Кунгур,la donna,4
2012-05-08,Кунгур,la donna,5
2012-05-08,Кунгур,alison tendler,5
2012-05-08,Суксун,peter h,4
2012-05-08,Нытва,alison tendler,4
2012-05-08,Нытва,eliana perrin,3
2012-05-08,Кунгур,jon lapook,3
2012-05-08,Нытва,janey pratt,2
2012-05-09,Нытва,robin goland,5
2012-05-09,Суксун,christine hoehner,5
2012-05-09,Нытва,janey pratt,4
2012-05-10,Суксун,richard besser,13
2012-05-10,Нытва,ted fields,3
2012-05-10,Нытва,gil chu,3
2012-05-10,Суксун,melissa rutkin,2
2012-05-11,Нытва,christian krupke,4
2012-05-11,Суксун,richard besser,4
2012-05-11,Нытва,david fischer,3
2012-05-11,Кунгур,jon lapook,3
2012-05-11,Кунгур,rodney wright,3
2012-05-12,Нытва,joanne smith,3
2012-05-12,Суксун,ihsan shamaan,3
2012-05-12,Суксун,richard besser,3
2012-05-12,Суксун,bill sears,2
2012-05-15,Нытва,nancy snyderman,6
2012-05-15,Нытва,gil chu,2
2012-05-15,Нытва,gary smith,2
2012-05-16,Суксун,richard besser,6
2012-05-16,Нытва,john morris,5
2012-05-16,Суксун,suzanne craft,3
2012-05-16,Суксун,eric reiman,2
2012-05-16,Кунгур,jon lapook,2
2012-05-17,Суксун,steve gautreau,8
2012-05-17,Суксун,william schaffner,7
2012-05-17,Суксун,richard besser,7
2012-05-17,Кунгур,jon lapook,5
2012-05-17,Нытва,yael mosse,5
2012-05-17,Суксун,alison tendler,4
2012-05-17,Суксун,greg bernes,3
2012-05-17,Нытва,tracy zivin,3
2012-05-17,Кунгур,ann mckee,3
2012-05-17,Кунгур,lee goldstein,3
2012-05-17,Нытва,charles brown,2
2012-05-17,Суксун,rebecca landa,2
2012-05-18,Суксун,richard besser,10
2012-05-18,Кунгур,jon lapook,3
2012-05-18,Кунгур,christopher cannon,3
2012-05-18,Нытва,john marshall,2
2012-05-19,Кунгур,alison tendler,5
2012-05-20,Нытва,pepper pepsico,2
2012-05-21,Суксун,doug duncan,2
2012-05-22,Суксун,otis w,5
2012-05-22,Нытва,marc garnick,3
2012-05-23,Кунгур,alison tendler,4
2012-05-23,Суксун,javier nieto,3
2012-05-23,Нытва,gil chu,2
2012-05-24,Кунгур,shakil afridi,6
2012-05-24,Суксун,richard besser,3
2012-05-24,Нытва,gil chu,2
2012-05-25,Суксун,alison tendler,5
2012-05-25,Нытва,rick knabb,3
2012-05-25,Суксун,julian bailes,2
2012-05-26,Кунгур,ken williams,4
2012-05-26,Суксун,ali hendi,3
2012-05-26,Нытва,john maa,2
2012-05-27,Нытва,ethel siris,3
2012-05-28,Кунгур,alison tendler,4
2012-05-29,Кунгур,ken williams,4
2012-05-30,Суксун,kevin cooper,6
2012-05-30,Суксун,jim gelsleichter,6
2012-05-30,Нытва,miriam nelson,3
2012-06-01,Суксун,richard besser,4
2012-06-02,Суксун,richard besser,14
2012-06-02,Нытва,kimberly blackwell,4
2012-06-02,Нытва,denise gonzales,4
2012-06-02,Кунгур,scholls available,2
2012-06-02,Кунгур,ken williams,2
2012-06-03,Суксун,vallabh janardhan,4
2012-06-03,Суксун,johanna fifi,2
2012-06-04,Нытва,jennifer litton,5
2012-06-04,Суксун,jennifer ashton,5
2012-06-04,Суксун,four people,3
2012-06-04,Суксун,eric winer,3
2012-06-05,Суксун,richard besser,11
2012-06-05,Суксун,luther mcconnell,9
2012-06-05,Кунгур,alison tendler,5
2012-06-05,Суксун,alison tendler,5
2012-06-05,Суксун,louis j,4
2012-06-05,Суксун,james jollis,4
2012-06-05,Нытва,michael link,4
2012-06-05,Нытва,keith flaherty,3
2012-06-06,Суксун,richard besser,10
2012-06-06,Нытва,anthony lucci,3
2012-06-06,Суксун,kat miller,2
2012-06-07,Суксун,gene barnett,5
2012-06-07,Суксун,anne schuchat,4
2012-06-07,Суксун,william schaffner,4
2012-06-07,Нытва,rick madhok,2
2012-06-08,Суксун,andrew feldman,5
2012-06-08,Нытва,jeanne choi,4
2012-06-09,Нытва,patrick o,5
2012-06-09,Нытва,william schaffner,4
2012-06-09,Кунгур,pepper pepsico,3
2012-06-10,Суксун,alison tendler,5
2012-06-10,Суксун,patrick o,3
2012-06-11,Нытва,robert klitzman,5
2012-06-11,Нытва,jay shendure,3
2012-06-11,Суксун,jeffrey gardere,3
2012-06-12,Суксун,richard besser,7
2012-06-12,Суксун,keith l,3
2012-06-13,Нытва,julian bailes,5
2012-06-13,Нытва,alison tendler,4
2012-06-14,Суксун,richard besser,14
2012-06-14,Суксун,abby abelson,3
2012-06-14,Кунгур,pepper snapple,3
2012-06-14,Кунгур,pepper the,2
2012-06-16,Кунгур,pepper snapple,2
2012-06-16,Кунгур,pepper the,2
2012-06-17,Суксун,richard besser,5
2012-06-17,Суксун,liza gold,5
2012-06-18,Кунгур,alison tendler,4
2012-06-19,Суксун,dog abc,10
2012-06-19,Суксун,marty becker,6
2012-06-19,Суксун,dog world,5
2012-06-19,Кунгур,jon lapook,3
2012-06-19,Суксун,leslie heinberg,3
2012-06-19,Суксун,soo kim,3
2012-06-19,Кунгур,pepper pepsico,2
2012-06-20,Кунгур,jon lapook,3
2012-06-21,Нытва,desjarlais Губаха,5
2012-06-21,Суксун,jennifer ashton,3
2012-06-21,Суксун,anirban maitra,3
2012-06-21,Суксун,je coming,2
2012-06-21,Кунгур,pepper the,2
2012-06-21,Суксун,jo coming,2
2012-06-23,Суксун,alison tendler,5
2012-06-24,Нытва,beth dupree,5
2012-06-24,Нытва,alison tendler,5
2012-06-24,Суксун,carolyn guagliata,4
2012-06-25,Кунгур,alison tendler,4
2012-06-25,Нытва,stephen leatherman,4
2012-06-27,Суксун,explosion site,5
2012-06-27,Суксун,marvin seppala,2
2012-06-28,Нытва,derrick cetin,5
2012-06-28,Нытва,sidney wolfe,4
2012-06-28,Кунгур,jeanmarie perrone,4
2012-06-29,Суксун,sean henderson,4
2012-07-01,Нытва,douglas pernikoff,2
2012-07-03,Суксун,steve nissen,4
2012-07-04,Суксун,joanna cohen,4
2012-07-05,Суксун,michio kaku,10
2012-07-05,Кунгур,alison tendler,5
2012-07-05,Суксун,alison tendler,4
2012-07-05,Кунгур,pepper the,4
2012-07-07,Кунгур,pepper the,2
2012-07-07,Нытва,james adams,2
2012-07-07,Кунгур,pepper pepsico,2
2012-07-08,Нытва,jalonne white,4
2012-07-08,Суксун,sudeepta varma,4
2012-07-09,Нытва,amie woods,3
2012-07-10,Кунгур,pepper the,4
2012-07-10,Нытва,jeffrey kaye,3
2012-07-11,Суксун,mehmet oz,9
2012-07-11,Суксун,nanci yuan,6
2012-07-11,Кунгур,alison tendler,5
2012-07-12,Суксун,richard besser,19
2012-07-12,Кунгур,jon lapook,3
2012-07-12,Суксун,gigi el,3
2012-07-13,Суксун,alan jacobs,5
2012-07-13,Суксун,indru punwani,3
2012-07-13,Нытва,michael irwig,3
2012-07-13,Нытва,samantha meltzer,2
2012-07-13,Суксун,norbert kaminski,2
2012-07-14,Кунгур,pepper the,3
2012-07-14,Кунгур,pepper pepsico,2
2012-07-15,Суксун,janet fleetwood,3
2012-07-15,Суксун,damon raskin,3
2012-07-15,Нытва,scholls available,2
2012-07-16,Нытва,lisa silbert,5
2012-07-16,Суксун,damon raskin,3
2012-07-16,Нытва,samuel gandy,2
2012-07-18,Суксун,reena mehra,4
2012-07-18,Кунгур,jon lapook,3
2012-07-18,Суксун,richard besser,3
2012-07-18,Кунгур,norman relkin,2
2012-07-19,Кунгур,alison tendler,5
2012-07-19,Нытва,louis aronne,4
2012-07-20,Суксун,alison tendler,4
2012-07-20,Нытва,carolyn clear,3
2012-07-20,Суксун,melda isaac,3
2012-07-21,Суксун,richard besser,4
2012-07-22,Нытва,comilla sasson,4
2012-07-23,Суксун,terrence sejnowski,7
2012-07-23,Суксун,liza gold,4
2012-07-23,Суксун,alison tendler,4
2012-07-23,Суксун,mark emmert,3
2012-07-25,Суксун,marisa randazzo,4
2012-07-26,Суксун,david lobell,3
2012-07-27,Нытва,daniel bober,4
2012-07-28,Кунгур,lynne fenton,8
2012-07-28,Кунгур,fenton that,5
2012-07-28,Суксун,robert chapman,4
2012-07-29,Суксун,richard besser,5
2012-07-30,Суксун,dayand borge,3
2012-07-30,Суксун,angelique campen,3
2012-07-31,Суксун,scholls available,2
2012-07-31,Суксун,robert glatter,2
2012-08-02,Суксун,lynne fenton,8
2012-08-03,Нытва,lynne fenton,14
2012-08-03,Нытва,victoria dunckley,5
2012-08-04,Кунгур,alison tendler,4
2012-08-06,Нытва,alison tendler,5
2012-08-06,Суксун,alison tendler,4
2012-08-07,Суксун,karen reznik,6
2012-08-07,Нытва,alison tendler,4
2012-08-07,Суксун,matthew thompson,3
2012-08-07,Нытва,bhupinder singh,3
2012-08-08,Суксун,richard besser,5
2012-08-09,Нытва,pepper loe,7
2012-08-09,Кунгур,jon lapook,3
2012-08-10,Суксун,merry haber,4
2012-08-12,Нытва,ew for,3
2012-08-13,Кунгур,alison tendler,5
2012-08-14,Суксун,alison tendler,5
2012-08-15,Нытва,william schaffner,5
2012-08-15,Суксун,susan t,2
2012-08-16,Суксун,richard besser,4
2012-08-16,Суксун,edward dominguez,3
2012-08-18,Кунгур,e oer,5
2012-08-19,Суксун,isaac redmond,3
2012-08-19,Суксун,ian lipkin,2
2012-08-21,Нытва,donald whiting,3
2012-08-22,Суксун,richard besser,21
2012-08-22,Суксун,nieca goldberg,4
2012-08-22,Нытва,marc gillinov,4
2012-08-22,Суксун,belinda thompson,2
2012-08-23,Суксун,richard besser,6
2012-08-23,Суксун,thomas insel,6
2012-08-23,Кунгур,jon lapook,5
2012-08-23,Нытва,stephan sanders,5
2012-08-23,Нытва,zachary warren,4
2012-08-23,Кунгур,kristy murray,3
2012-08-24,Суксун,richard besser,17
2012-08-24,Нытва,edward chapnick,5
2012-08-24,Суксун,cedric spak,3
2012-08-24,Суксун,walnut creek,3
2012-08-24,Нытва,julie segre,2
2012-08-25,Суксун,bruce ribner,2
2012-08-26,Нытва,greg postel,5
2012-08-27,Суксун,helen carter,6
2012-08-28,Суксун,gail roboz,6
2012-08-28,Кунгур,joseph sparano,3
2012-08-28,Кунгур,jon lapook,2
2012-08-31,Кунгур,alison tendler,4
2012-08-31,Суксун,sergio giralt,4
2012-08-31,Суксун,gail roboz,2
2012-09-02,Нытва,sunny bhatia,4
2012-09-03,Нытва,william schaffner,4
2012-09-03,Нытва,alison tendler,3
2012-09-03,Суксун,men shot,2
2012-09-04,Кунгур,alison tendler,4
2012-09-05,Нытва,crystal smith,5
2012-09-06,Суксун,stephen rao,4
2012-09-08,Нытва,john morris,5
2012-09-08,Нытва,sam gandy,4
2012-09-10,Суксун,wendi drummond,4
2012-09-10,Суксун,jennifer snow,3
2012-09-11,Нытва,deb lonzer,3
2012-09-12,Суксун,richard besser,11
2012-09-12,Суксун,terry jones,7
2012-09-12,Нытва,dariush mozaffarian,6
2012-09-12,Суксун,harlan krumholz,4
2012-09-14,Суксун,deborah peel,4
2012-09-14,Кунгур,alison tendler,4
2012-09-14,Нытва,natu g,2
2012-09-15,Нытва,mardia el,2
2012-09-16,Нытва,kevin mcguire,4
2012-09-18,Нытва,reginald washington,6
2012-09-18,Кунгур,jon lapook,3
2012-09-19,Суксун,abc news,19
2012-09-19,Суксун,help us,12
2012-09-19,Суксун,video help,12
2012-09-19,Нытва,leonardo trasande,4
2012-09-19,Суксун,jvideo abc,2
2012-09-20,Суксун,joint u,14
2012-09-20,Суксун,richard besser,5
2012-09-20,Нытва,robert fox,4
2012-09-20,Суксун,karron power,3
2012-09-20,Суксун,edmund sabanegh,3
2012-09-20,Кунгур,scholls pro,2
2012-09-20,Суксун,margaret hamburg,2
2012-09-21,Суксун,richard besser,17
2012-09-21,Суксун,sergio giralt,5
2012-09-21,Нытва,bone nbcnightlynews,5
2012-09-21,Нытва,meredith bone,3
2012-09-21,Суксун,gail roboz,2
2012-09-21,Нытва,james haden,2
2012-09-21,Нытва,flavia hoyte,2
2012-09-22,Нытва,bring your,3
2012-09-25,Суксун,richard besser,18
2012-09-25,Нытва,ilan wittstein,5
2012-09-25,Нытва,jennifer litton,5
2012-09-25,Нытва,matthew ellis,5
2012-09-25,Кунгур,jon lapook,3
2012-09-26,Кунгур,alison tendler,5
2012-09-26,Суксун,help us,3
2012-09-28,Нытва,scholls custom,2
2012-09-29,Суксун,margaret hamburg,8
2012-09-29,Суксун,bryan liang,5
2012-10-02,Суксун,robert tauxe,8
2012-10-02,Суксун,alison tendler,4
2012-10-03,Суксун,robert tauxe,5
2012-10-03,Нытва,tanya benenson,4
2012-10-03,Кунгур,scholls custom,2
2012-10-04,Нытва,william schaffner,6
2012-10-05,Кунгур,jon lapook,4
2012-10-05,Суксун,scholls custom,2
2012-10-06,Суксун,richard besser,8
2012-10-06,Суксун,no abc,4
2012-10-06,Суксун,william schaffner,3
2012-10-06,Нытва,no technicolor,2
2012-10-07,Нытва,butler were,11
